info,mask
/0/snow/labrador/snow_labrador_37.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000001111000000000000111100000000000011110000000000001111000000000000111100000000000001010000000000000000
/0/snow/labrador/snow_labrador_38.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000111000000000011111000000000011111100000000011111110000000111111111000000000000000000000000000000000000000
/0/snow/labrador/snow_labrador_39.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000111110000000000011111000000000000111110000000000011111100000000011111110000000001111111000000000111111100000000011111110000000001111111000000000000011100000
/0/snow/labrador/snow_labrador_40.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111000000000001111100000000000111110000000000011111000000000001111100000000000111110000000000010000000000000000000000000000000000000000000000000000000
/0/snow/labrador/snow_labrador_41.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000001111000000000001111110000000000011111100000000001111111110000000111111111100000011111111110000011111111111000011111111111000011111000000000001110000000000
/0/snow/labrador/snow_labrador_42.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000111100000000000111100000000000011110000000000001111000000000000111100000000000000000000000000000000000000000000000000000000
/0/snow/labrador/snow_labrador_43.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110000000001111111000000000111111000000000011111100000000000111110000000000011000000000000000000000000000000000000
/0/snow/labrador/snow_labrador_44.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000011111000000000000111100000000000011110000000000001111000000000000111110000000000011111000000000001101000000000000100000000000000000000000
/0/snow/labrador/snow_labrador_45.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111000000000111110000000000011101100000000000000000000000000000000000000000000000000
/0/snow/labrador/snow_labrador_46.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000001111111100000001111111110000000111111000000000011111100000000001110110000000000110011000
/0/snow/labrador/snow_labrador_47.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000011111000000000111111100000000011111100000000001111110000000000111111000000000011111110000000001111111000000000111001110000000011100011000000000010000000000000
/0/snow/labrador/snow_labrador_48.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000111110000000111111111000001111111111000000111111111100001111111111110000111111101110000000000000000000000000000000000
/0/snow/labrador/snow_labrador_49.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000011110000000000011111000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_0.png,0000000000000000000000000000000000011000011000000001111111100000000111111111111100011111111111110000111111111111000011111111111100001111111111110000111111111111000011111111111100000111111111110000011110011000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_1.png,0000000000000000000000000000000000000000000000000011000000000000001110111000000000111111100000000011111110000000001111110000000011111111000000001111111100000000111111110000000011111111000000000011111100000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_2.png,0000000000000000011000110000000001110111000000000111111100000000011111100000000001111110000000000111111000000000011111111111100001111111111111000111111111111110111111111111100000000111111110000000011000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_3.png,0000000000000000000000000000000000000000000110000000000110111000001100011111100000111111111110000011111111111000111111111111100011111111111100001111111111110000001111111111000000101101111000000000010111100000000000001100000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_4.png,0000000000000000000000000000000000000000000000000000000000100000000000000011001100000000001111110000000000111110000000000011111000000000001111100000000000111110000000000011111100000000001111110000000000111111000000000011111100000000011001110000000000000110
/0/desert/corgi/desert_corgi_5.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000001111110111000000111111111100000000111111110000000001111110000000001100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_6.png,0000000000000000000000000000000000000000001110000011000001111000001111111111000000111111111100000111111111100000111111111100000011111111110000001111111111100000111111111111000000111111111100000011111111110000001100000111100000000000000111000000000000001000
/0/desert/corgi/desert_corgi_7.png,0010000000000000001100000000000000111110000000000111111000000000111111100000000011111110000000001111111000000000011111100000000001111110000000000111110000000000010111000000000000011100000000000000110000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_8.png,0000000000000000000000000000000000000000000000000000000000000000110000000000000011111000000000011101100000000001110110000000000011010000000000001111000000000000111000000000000011100000000000000100000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_9.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000011100000000000001111000000000000111111100000000011111111100000001111111110000000011111111100000001111111110000000011001100000000000000000000000000000000000
/0/desert/corgi/desert_corgi_10.png,0000000000000000000000000000000000010001100000000001101110000000000111111000000000011111111111100001111111111111000111111111111100011111111111110001111111111111000011111111111000000111100011100000011000001110000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_11.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000111000000000000001100000000000111110000000000111111000000000011111100000000001110110000000000111001000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_12.png,0000000000000000000000000000000000000000000000000000000011110000000000001111000000000111111100000000111111110000000011111111000000001111111100000000010111100000000000011011000000000001100000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_13.png,0000000000000000000000000000000000000000000000000000000000000000011001000000000001111100000000000111110000000000001111000000000000111110000000000111111100000000001111110000000000111111100000000011111111000000001111010000000000111100000000000000000000000000
/0/desert/corgi/desert_corgi_14.png,0000000000000000000000000000000000000000000000000000000000000000000000000110011000000000011111100000000000111100000000111111110000000111111111000000011111111100000001111111110000000111111111000000000011110000000000000011000000000000001100000000000000000000
/0/desert/corgi/desert_corgi_15.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001101110000000000011111000000000001111100000000000111110000000000001110000000000000111100000000000000000000000000000000
/0/desert/corgi/desert_corgi_16.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000110110000000000011111000000000001111100000000011111110000000111111110000000011111111000000001111111100000000001100110000000000000011000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_17.png,0000000000000000000000000000000000000000000000000000000000000000001010000110000000111000011000000011100011100000011111111100000000111111111000000001111111100000000111001110000000001100011000000001100001100000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_18.png,0000000000000000000000000000000000000000011001100000000001111110000000001111111000000011111111000000001111111100000001111111110000000111111111000000011111111000000001101111100000000110110110000000000011000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_19.png,0000000000000000000000000000000000000000000010000000000110011000000000011111100000000001111110000011111111111000011111111111100001111111111110000111111111111000011111111111100001111111111100000000011111110000000000011111000000000000011100000000000000000000
/0/desert/corgi/desert_corgi_20.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000011100000000000001111111100000000111111111000000001111111100000000011001110000000011000110000000000000001000000000000000000000
/0/desert/corgi/desert_corgi_21.png,0000000000000000000000000000000000001100011000000000111011100000000011111110000000000111110000000011111111000000111111111100000011111111110000001111111111000000111111111100000001111111100000000000011111000000000000011110000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_22.png,0000000000000000000000000000000000000000000000000011110000000000001111000000010000111111111111000011111111111000001111111111100000001111111110000000011101111100000000110110011000000010000000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_23.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000011000000000000001111111100000000111111111100000011111111110000000011101111000000001100111000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_24.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000001110000000000000110000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_25.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110100000000000011110000000000001111000000000001111100000000000111110000000000011110000000000000111000000000000000100000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_26.png,0000000000000000000010110000000000011111000000000001111100000000000011110000000000001111000000000000111100000000000111110000000000011111100000000011111110000000000111110000000000001111000000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_27.png,0000000000000000000000000000000000000000000000000000000000000000000000000011100000001100001110000000111111111000000011111111100000011111111110000001111111111000000111111111000000011110111100000001100001110000000000000111000000000000001000000000000000000000
/0/desert/corgi/desert_corgi_28.png,0010000000000000001110000000111000111110000111100011111111111110111111111111110011111111111111001111111111111100111111111111110011111111111111001111111111111100111111111111110011111111111001000000111111000100000001111111110000000111110110000000000000000000
/0/desert/corgi/desert_corgi_29.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000011100000000000001111111000000000111111110000000011111111000000001111111100000000000001100000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_30.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111100000001111111110000001111111111000000111111111100000011111111110000000100011111000000000000011000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_31.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000001111000000000000111100000011111111110000001111111111000000111111111100000011101111100000000110011100000000011000110000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_32.png,0000000000000000011001100000000001111110000000000111111000000000011111100000000001111110000000000111111000000000011111100000000001111110000000000111111000000000011111100000000000111110000000000011011000000000001101100000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_33.png,0000000000000000000000000000000000000000000000001100000000000000111100000000000011111010000000001111111000000000111111100000000011111110000000001011111000000000000111000000000000011100000000000001100000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_34.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000011100000000000001111000000000000111110000000000011111110000000000111111100000000011111110000000001110111100000000000000000000000000000000
/0/desert/corgi/desert_corgi_35.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000001111100000000001111110000000000111111000000000001111000000000000001000000000000000000000000
/0/desert/corgi/desert_corgi_36.png,0000000000000000000000000000000001100011000000000111011100000000001111110000000000111111000000000111111100000000011111111000000011111111100000001111111110000000011111111000000001111111000000000011111100000000001111100000000000000010000000000000000000000000
/0/desert/corgi/desert_corgi_37.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000001110000000000000111000000000000011100000000000001110000000000000010000000000000000000000000
/0/desert/corgi/desert_corgi_38.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000111000000001111111110000001111111111000000111111111000000111111111000000011110111000000001111001100000000010000110000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_39.png,0000000000000000000000010001100000000001100110000000000111111000000000011111100000000001111110000000000111111000000000011111100000000001111111000000000111111100000000001111110000000000111111000000000011111000000000000111000000000000001100000000000000000000
/0/desert/corgi/desert_corgi_40.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000110000111000000001111111100000001111111100000000111111100000000011101100000000000000110000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_41.png,0000000000000000000000000000000000000000000000000000000000000000000001100000000000011110000000000001110000000000000111100000000000011111000000000001111110000000000111111000000000011111110000000000111111000000000111011000000000000100000000000000000000000000
/0/desert/corgi/desert_corgi_42.png,0000000000000000000000000000000000000000000000000000000110100000000000011110000000000001111000000000000111110000000000111111111100000011111111110000000111111111000000001111111100000000111111110000000001111111000000000110101000000000011000000000000000000000
/0/desert/corgi/desert_corgi_43.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000001111000000000000111100000000111111110000000111111111000000011111111100000000111111110000000000001110000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_44.png,0000000000000000000000000000000000000000000000000000000000000000000001101000000000000111110000000000011110000000000001111111100000000111111111100000011111111111000001111111111000000101100000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_45.png,0000000000000000011000000000000001100000000000001110000000000000111100000000000011110000000000001111000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_46.png,0000000000000000000000000000000000000000000000000000000000000000000000000011110000000000001111000000000111111100000000011111110000000001111111000000000111111100000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000
/0/desert/corgi/desert_corgi_47.png,0000000000000000000000000000000000000000000000000000000000000000000100000000000000110110000000000011111001111000001111111111110000111111111111000011111111111100000111111111110000000111100111000000011100010000000001110011000000000110000000000000000000000000
/0/desert/corgi/desert_corgi_48.png,0000110000000000000011100110000000001111111000000000111111100000000011111110000000001111111100000000111111111000000011111111100000111111111110001111111111111000111111111111100011111111111100001111111111110000111111111011000000000111101100000000001110000000
/0/desert/corgi/desert_corgi_49.png,0000000000000000000000000000000000000000000000000000000000011010000000000001111000000000001111100000000001111110000111111111111000011111111111000000111111111100000001111111100000000111111110000000011011110000000000101111000000000000011000000000000000000000
/0/jungle/bulldog/jungle_bulldog_0.png,0000000000000000000000000000000000000000000011110000000000001111000000000001111100000000011111110000000011111111000000111111111100000011111111110000011111111110000001111111111000000011101111100000001111011110000000111001111000000000000111000000000000000000
/0/jungle/bulldog/jungle_bulldog_1.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111000000000111111100000000011111110000000001111111000000000111111000000000011111100000000000101110000000000000110000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_2.png,0000000000000000000000000000000000000000001110110000000001111111000000000011111100000000001110010000000000110001000000000011000100000000011110010000000001111111000000000111111100000000001101110000000000000111000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_3.png,0000000000000000000000010100000000000011110000000000000111000000000000011100000000000001111000000000001111100000000000111110000000000001111000000000000111100000000000011111000000000011111100000000000100100000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_4.png,0000000000000000000000000000000000000011111100000000011111111000000001111111100000000111111100000000011111110000000001111111000000000111111110000000011111111000000001111111100000000110111110000000011011111000000011101110000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_5.png,0000000000000000000000011000110000000111101111110000111111111111000011111111111100001111111111110000011111111111000001111111111100000111111111110000011111111111000001111111111100000111111111110000011111111111000001111111111100000111111111110000000011111111
/0/jungle/bulldog/jungle_bulldog_6.png,0000000000000000000000000000000000000000000000000000011111000000000011111111000000001111111100000000111111110000000001111111100000001111111111000001111111111110001111111111111100111111111111110001111111111111000000011111111100000000000111110000000000001111
/0/jungle/bulldog/jungle_bulldog_7.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000001111110000000000011111000000000001111100000000000111110000000000000111000000000000000000000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_8.png,0000000000000000000000000000000000000000000000000000000011110000000000011111100000000001111110000000000011111100000000001111111000000000111111100000000011111110000000001111111000000000011110100000000001111000000000000110000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_9.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000111100000000000011110000000000001110000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_10.png,0000000000000000000000000000000000000000000000000000000000000000011001100000000001111110000000000111111000000000111111100000000011111110000000001111111000000000111111000000000011111100000000000111110000000000001110000000000000111100000000000001100000000000
/0/jungle/bulldog/jungle_bulldog_11.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110000000000011111000000000000111100000000000011110000000000001111000000000000111100000000000001110000000000000100000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_12.png,0000110001110000000011101101000000001111111100000000111111100000000011111110000000001111111100000000111111111000000001111111100000000111111110000000011111111100000001111111111000000111111111100000011111111100000000111111111000000011001111000000001000000000
/0/jungle/bulldog/jungle_bulldog_13.png,0000000000000000000000000000000000011000110000000001111111000000000111111100000000011110100000000000111110000000000111111100000011111111110000001111101111000000111111111100000011111111110000000111111111100000000111110111000000000111000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_14.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000001110000000000000111000000000000011100000000000001110000000000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_15.png,0000000000000000000000000000000000000110011000000000011111110000000001111111000000000111111000000000111111100000000011111110000000111111111100000111111111110000011111111111000011111111111100001111111111100000111111100110000011100110001000000000000000000000
/0/jungle/bulldog/jungle_bulldog_16.png,0000000000000000001111111111100001111111111111000111111111111000011111111111100001111111111100000111111111110000011111111111000001111111111100001111111111111000111111111111100001111111111111000011111111111100000111111111110000001111111111000000011111111100
/0/jungle/bulldog/jungle_bulldog_17.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111100000000111111111000000001111111100000000110111000000000011011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_18.png,0000000001110000011000001111100011111111111100001111111111110000111111111111100001111111111111000011111111111111001111111111111100111111111111110011111111111111001111111111111100001111111111110000101111111111000011111111111100000111111111110000011111111111
/0/jungle/bulldog/jungle_bulldog_19.png,0000000000000000110001100000000011111110000000001111111000000000111111100000000011111111000000001111111111100000011111111111110001111111111111110111111111111111011111111111111101111111111111110011111111111111001100011000110000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_20.png,0000000000000000000000000000000000000000000000000000000000000000000000001100000000000011110000000000001111000000000011111100000000011111110000000011111111000000001111111100000000111111110000000011001100000000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_21.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000111000000000000011100000000000001110000000000000111000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_22.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000011100000000000001110000000000000011000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_23.png,0000000000000000000000000000000000000000000000000000000001101100000000000111110000000000011111100000000001111111000000000111111100000000001111110000000000111111000000000001111100000000000111110000000000011111000000000001111100000000001111010000000000000000
/0/jungle/bulldog/jungle_bulldog_24.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000011110000000000111111000000000111111000000000011111100000000001100110000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_25.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000111110000000000011111000000000001111100000000000111110000000000011110000000000000111000000000000000000000000000000000000000000000000000000000000000000000000
/0/jungle/bulldog/jungle_bulldog_26.png,0000000000000000000000000000000000000000000000000000000000000000000000111100000000000111110000000000011111000000000000111100000000000011110000000000001111000000000011111110000000011111111000000011111101100000001111110110000000000011011100000000001100000000
/0/jungle/bulldog/jungle_bulldog_27.png,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111100000000001111110000000000111111000000000011110000000000000010000000000000000000000000000000000000000000000000000000000000
