info,mask
8434,0000000000000000000000000000000000000000000000000000000000100000000001101110000000000111110000000000001111000000000000011111000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6905,0000000000000000000000000000000000000000000000000000011100000000000011111000000000001111110000000000001111100000000000111110000000000001111100000000000111111000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7342,0000000000000000000000000000000000000001111000000000011111110000000001111110000000001111111000000001111111100000000111111100000000111111110000000111111111000000011111100000000001111110000000000100011000000000000000000000000000000000000000000000000000000000
2418,0000000000000000000000011000000000000011110000000000001111000000000000111100000000000011110000000000001111100000000000011110000000000001111000000000000011100000000000001110000000000000011000000000000001100000000000000110000000000000001000000000000000000000
9870,0000000000000000000000000001100000000000001110000000000011111100000000001111100000000001111110000111111111111000000011111111100000000111111100000000011111110000000001111111000000000011111000000000000011110000000000001111000000000000010000000000000000000000
8858,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000011111100000000001111111000000000011111110000000001111100000000000011110000000000011110000000000001001000000000000000100000000000000000000000000000000000000
11686,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000001111000000000011111100000000000111110000000000001110000000000000011000000000000000110000000000000000000000000000000000000000000000000000000000000000000000
7829,0000000000000000000000000000000000000001100000000000000110000000000000011100000000000001110000000000000111100000000000011110000000000001111100000000000111110000000000001111100000000000111110000000000001111100000000000011110000000000001001100000000001100011
4164,0000000000000000000000000000000000000000000000000000111110000000001111111111111000011111110000000000111110000000000011110000000000001111000000000000111100000000000011110000000000001111000000000000111100000000000011110000000000000100000000000000100000000000
297,0000000000000000000000000000000000000000000000000000000011110000000000011111000000000001111000000000001111100000000011111110000000001111111000000001111111000000001111111110000000111111111000000000111111000000000000000000000000000000000000000000000000000000
1470,0000000000000000000000000000000000000000000000000000000000000000000000110000000000000011100000000000001111000000000000011100000000000001111000000000000111100000000000001111000000000000011100000000000000010000000000000000000000000000000000000000000000000000
3235,0000000000000000000000000000000000000000000000000000000000000000000111100000000000001111000000000000111111000000000011111100000000000111110000000000001111100000000000000011000000000000000100000000000000001000000000000000000000000000000000000000000000000000
6735,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000001100000000000000111000000000000011110000000000001011100000000000010011000000000001000000000000000000000000000000000000000000000000000000000000000000000000
11127,0000000000000000000000000000000000000000100000000000000011000000000000001110000000000000111000000000000011110000000000000111000000000000001100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
562,0000000000000000000000000000000000000000000000000000000000000000000000001100000000000001110000000000001111000000000011111100000000011111110000000001111111000000000011111000000000000111100000000000010100000000000000010000000000000001000000000000000000000000
5891,0000000000000000000000000000000000000000001000000000011111110000000000001111100000000001111111000000001111100000000000111000000000000111000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8971,0000000000000000000000000000000000001111000000000001111110000000000111111100000000011111111000000000111111111000000011111111100000001111111000000000001111100000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5545,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000001111100000000001111100000000000111100000000000110110000000000000000000000000000000000000000000000000000000000000000000000000
5691,0000000000000000000000000000000000000000000000000000000000000000000001100000000000001111000000000000011100000000000001111100000000000111111000000000011111110000000000111111000000000001111110000000000011011100000000011000011000000011000000100000000000000000
2602,0000000000000000000110000000000000111100000000000011111111110000011111111111111011111111111111110011111111111111001111111111110000011111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6358,0000000000000000000000000000000000000000000000000000011111110000000011111111000000111111111000000011111111000000000011111100000000000111111000000000111111110000000011111110000000000111110000000000000000000000000000000000000000000000000000000000000000000000
1478,0000000000000000000001110000000000001111000000000000111100000000000011111000000000001111100000000000111111000000000011111100000000001111111000000000011111100000000000111111000000000011101100000000001010111000000001111000000000000001100000000000000000000000
4549,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000111000000000000011100000000000011100000000000011110000000000001100000000000001100000000000001100000000000000000000000000000000000000000000000000000000
8449,0000000000000000000000000000000000000000000011000000000000011110000000000001100000000000001110000000000001111000000000001111100001111111111110000011111111111000011111111111000000000011110000000000000000000000000000000000000000000000000000000000000000000000
2333,0000000000000000000000000000000000000000000000000000110000000000000111100000000000001111000000000000111100000000000011111000000000000111100000000000011111000000000001100110000000000000001100000000000000011000000000000000100000000000000001000000000000000000
5359,0000000000000000000000000011000000000000011110000000000001110000000000001111100000000001111110000000000111111000000000111111100000000011111110000000011111110000001111111111000000110000000000000001000000000000000100000000000000110000000000000000000000000000
8689,0000000000000000000000000000000000000000000000000001100000000000000111000000000000011100000000000001111100000000000011111100000000001111111111000000011111100000000000111110000000000001100000000000000100000000000000000000000000000000000000000000000000000000
3616,0000000000000000000000000000000000000000000000000000000000000000000000000111000000000000111100000000001111110000001111111111000000011111111100000000011111100000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8092,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000001111000000000000111100000000000011111000000000000111110000000000011111100000000000011111000000000000111100000000000000000000000000000000000000000000000000
5902,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000110000000000000111000000000000011011000000000011111110000000000011111100000000000110000000000000000000000000000000000000000000000000000000000000000000000
5773,0000000000000000000000000000000000000000000000000001111110000000001111111100000000111111111111000001111111110000000011111111000000001111111000000000111111000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1817,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000001100000000000000111000000000000011110000000000000111000000000000001100000000000000011000000000000000100000000000000010000000000000001100000000000000000000
1085,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000011100000000000000111000000000000011100000000000000111100000000000011111000000000000100110000000000000000000000000000000000000000000000000000000000000000000
6962,0000000000000000000000000000000000011100000000000011111000000000000111100000000000001111000000000000111110000000000011111100000000000111110000000000011111110000000001111111111000000110010001100000010001000000000000000000000000000000000000000000000000000000
8863,0000000000000000000000110000000000000111100000000000011110000000000001111000000000000111100000000000011110000000000001110000000000000111000000000000001100000000000000100000000000000010000000000000001000000000000000000000000000000000000000000000000000000000
2103,0000000000000000000000000000000000000000000000000000000000000000000000111111000000000111111100000000111111100000000111111110000000111111110000001111111111000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8598,0000000000000000000000000000000000000000000000000000000000000000000001110000000000001111110001000000111111111111000001111111110000001111111100000000001111110000000000111100000000000001110000000000000101000000000000000000000000000000000000000000000000000000
10692,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111000000000011111111100000000111111110000000011111110000000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10091,0000000000000000000000000000000000000000000000000000000000000000000000000110000000001111111000000000111111100000011111111110000000000111110000000000001111000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6285,0000011100000000001111111000000000011111110000000011111111110000011111111111110001111111111111100111111111111110011111111111111000111111111111100001111111111110000111111111111001111111111111000000000111111100000000011111110000000000011111000000000000000000
6176,0000000000000000000000000000000000000000000000000000000000000000000000000000110000110001011110000011111111110000000000011000000000000001100000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9782,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000111100000000001111100000000011111110000000011111111000000001000110000000000000000100000000000000000000000000000000000000000000000000000000
8913,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000011100000000000001110000000000000111100000000000011110000000000000111000000000000010000000000000001000000000000000000000
10073,0000000000000000000000000000000000000000011000000000000001110000000000001110000000000000111000000000000111100000000000011110000000000011111000000000011111000000000001111000000000000110110000000000110001000000000010000000000000000000000000000000000000000000
3247,0000000000000000000000000000000000000000000000000000000000000000000000111100000000000011111000000000001111100000000000111111000000000001111110000000000011111000000000000011110000000000000011100000000000000010000000000000001100000000000000000000000000000000
4769,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000111000000000000111100000000000001111000000000000011100000000000001110000000000000111000000000000010100000000000000000000000000000000000000
3197,0000000000000000000000000000000000000000000000000000001110000000000000111100000000000001110000000000000111100000000000001111000000000000111100000000000001110000000000000111000000000000010100000000000000011000000000000000000000000000000000000000000000000000
10954,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000110000000000000011100000000000001110000000000000111000000000000011100000000000001110000000000000111000000000000011100000000000001110000000000000011000000
4496,0000000000000000000000000000000000000000000000000000011100000000000001110000000000000111100000000000011110000000000001111000000000000111110000000000001111000000000000011100000000000000110000000000000011100000000000000000000000000000000000000000000000000000
3995,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000111000000000000111110000000000111110000000000011100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5759,0000000000000000000000000000000000000000000000000000000000000000000000110000000000000011100000000000001111100000000000111111000000000011111111100000001111111111000000111111110000000001111110000000000011100000000000001100000000000000000000000000000000000000
3329,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000001111000000000000001110000000000000111000000000000011100000000000001100000000000000110000000000000011000000000000001100000000000000000000000
3000,0000000000000000000000000000000000000000000000000000000110000000000000001000000000000000100000000000000011110000000000001111100000000000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10554,0000000000000000000000000000000000000000000000000000000000000000000000010000000000000011110000000000001111000000000000011110000000000001111000000000000011000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9310,0000000000000000000000000000000000000000000000000000000000000000000000010000000000000111000000000000011100000000000001111110000000000111100000000000011110000000000001110000000000000110000000000000000000000000000000000000000000000000000000000000000000000000
5675,0000000000000000000000000011000000000000011111000000000011111000000000011111000000000111111100000000011111110000000011111110000000001111111000000000111111000000000110111100000000111001110000000110000001000000011000000000000000000000000000000000000000000000
1053,0000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000001000000111110111100000011111111100000001111111000000000111111000000000011111100000000000111111000000000011110000000000001010000000000000000000000000000000000000000
11309,0000000000000000000000000000000000000000000000000000000000000000000000000111110000000000011111000000000011111100000000001111100000000001111110000000000111111000000000001111100000000000111100000000000111100000000000111000000000000011000000000000000000000000
224,0000000000000000000000000000000000000000000000000000001110000000000001111000000000000111110000000000011111000000000001111100000000000111110000000000011111000000000000111100000000000011000000000000000000000000000000000000000000000000000000000000000000000000
7389,0000000000000000000000000000000000000000000000000000000000000000000000011100000000000011111000000000011111100000000001111110000000001111110000000000111110000000000011000000000000011000000000000001000000000000000000000000000000000000000000000000000000000000
9811,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000011100000000000001111000000000000111110000000000011111100000000001111111000000000001000100000000001100000000000000100000000000000000000000
6988,0000000000000000000000000000000000000000000000000000000000000000000011000000000000011110000000000001111110000000000111111111100000001111110000000000111110000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1158,0000000000000000000000000000000000000000000000000110000111111000001101111111110000011111111111000000111111111100000011111111110000000111111110000000011111110000000000111111000000000001110100000000000010000000000000001000000000000000000000000000000000000000
11074,0000000000000000000000000000000000000000000000000000000111000000000000011100000000000011110000000000011110000000000001111000000000001111100000000000111110000000000111111000000000011000000000000011000000000000000000000000000000000000000000000000000000000000
1560,0000000000000000000000000000000000000000000000000000000000000000000001111100000000011111111000000000111111110000000011111111000000011000000000000011000000000000001000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000
7393,0000000000000000000000000000000000000000000000000000000000000000000000110000000000000011100000000000001110000000000000111000000000000011110000000000001111000000000000111110000000000001111100000000000110000000000000110000000000000000000000000000000000000000
995,0000000000000000000000000000000000000000011100000000000011111000000000011111100000000011111110000000011111111000000011111111100000001111111100000001111111110000000011111110000000000111110000000000000110000000000000011100000000000000111000000000000000000000
3556,0000000000000000000000110000000000000011000000000000001110000000000000111100000000000011111000000000001111100000000000111111000000000001111110000000000111111000000000011000000000000001100000000000000100000000000000000000000000000000000000000000000000000000
10142,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111000000011111110000000001111110000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1322,0000000000000000000000000000000000000000000000000000000000000000000001100000000000001111000000000001111100000000001111111100000000111111111000000011111100000000001111100000000000111100000000000011110000000000001110000000000000111000000000000011100000000000
3124,0000000000000000000000000000000000000000000000000000001100000000000000111000000000000011110000000000001111100000000000011111000000000000111100000000000011110000000000001110000000000000110000000000000011000000000000000000000000000000000000000000000000000000
10209,0000000000000000000000000000000000000000000000000000000000000000000000010000000000000111100000000000011111100000000001111110000000000111110000000000011111000000000001111000000000000111000000000000001100000000000000100000000000000000000000000000000000000000
1169,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000011100000000000011110000000000011111000000000011111100000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11095,0000000000000000000000000000000000000000000000000000000000001000000000001111111000000001111100000000011111100000000011111110000000011111110000000011111110000000001111111111000001111100000000000010000000000000000000000000000000000000000000000000000000000000
3799,0000000000000000000000000000000000000000000000000000001100000000000001110000000000000011000000000000001100000000000000110000000000000011110000000000001111110000000000111111110000000001111000000000000111000000000000011000000000000001100000000000000000000000
928,0000000000000000000000000000000000000000000000000000000111100000000000011011000000000111111100000000011111100000000011111110000000001111110000000000111111000000000011110100000000011111000000000001111110000000000111111000000000000000000000000000000000000000
6309,0000000000000000001110000000000001111100000000000001110000000000000111100000000000001111000000000000111111000000000011111110000000001111111100000000011111110000000000111111100000000001111100000000000100000000000000110000000000000110000000000000000000000000
1787,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000000110000000000000011000000000000001100000000000000010000000000000001000000000000000100000000000000010000000000000000000000000000000000000000000000000000
8724,0000000000000000000000000000000000000000000000000000000000000000000000000000000000011000010000000000111111100000000001111110000000000111110000000000001111000000000000111000000000000001000000000000000000000000000000000000000000000000000000000000000000000000
3539,0000000000000000000000000110000000000000011100000000000001110000000000000110000000000011111000000000011111100000000011111110000000011111111000000011111111100000001111111100000000001111100000000000000000000000000000000000000000000000000000000000000000000000
10674,0000000000000000000000000000000000000000000000000000000000000000000000001111000000000001111100000000001111100000000001111110000000000011110000000000001111000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000
7161,0000000000000000000000000000000000000000000000000001111000000000000111110000000000000111110000000000011111000000000000111111000000000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4337,0000000000000000000000000000000000000000011110000000000011111000000000001111110000000011111111000000011111100000000111111110000000111111111000000111111111000000111111111100000011111111110000001111111110000000111111111000000011111111000000000111110000000000
9238,0000000000000000000000000000000000000000000000000000000000000000000111000000000000011110000000000000111100000000000011111100000000000111110000000000001111100000000000011110000000000011001110000000000000000000000000000000000000000000000000000000000000000000
1929,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000111100000000001111100000000011111110000000000111111000000000000111000000000000000000000000000000000000000000000000000000000000000000000000
9449,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000011110000000000001111000000000000111100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3125,0000000000000000000000000000000000000000110000000000000011000000000000001110000000000000111000000000000001100000000000000110000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2172,0000000000000000000000000000000000000001100000000000001111000000000011111100000000011111110000000001111110000000000111111000000000011011000000000011000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11423,0000000000000000000000001100000000000001111000000000001111000000000001111100000000000111110000000001111111000000011111111100000000001111110000000000011110000000000001111100000000000100010000000000000000000000000000000000000000000000000000000000000000000000
7350,0000000000000000000000000000000000000000000000000000011000000000000001110000000000001111100000000000111111100000000011111110000000000111111100000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3307,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000001111000000000000111110000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
398,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000001111111110000000111111110000000001111111000000000011111100000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10036,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000001111000000000000111110000000000001111110000000000110000000000000000000000000000000000000000000000000000000
8957,0000000000000000000000000111100000000000111110000000000011100000000000011110000000000011111000000000011111100000000001111100000000001111110000000000111110000000000011111000000000011111000000000011100110000000011100011000000001100000000000000000000000000000
10849,0000000000000000000000000000000000000000000000000000000000000000000011100000000000001111000000000000111110000000000001111100000000000111111100000000001111110000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3365,0000000000000000000000000011100000000000011111000000000001111110000000111110000000001111111000000001111111100000001111111100000000111111110000000111111111000000111111111000000011111111000000000000010000000000000000000000000000000000000000000000000000000000
9814,0000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000111110000000000001111100000000000011110000000000001110000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5028,0000000000000000000011000000000000001110000000000001111000000000000101111111100000000111111111000000111111111100000011111111111000001111111111100000111111111000000001111111000000000011111000000000000111000000000000011100000000000001100000000000000000000000
10459,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000001110000000000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1880,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000111000000000000011100000000000011110000000000011111000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8452,0000000000000000000000000000000000000000000000000000000000000000000000001110000000000000111000000000000111000000000000111100000000000111110000000001111111000000001111111000000000000010100000000000001110000000000000000000000000000000000000000000000000000000
3386,0000000000000000000000000000000000000000111000000000000011110000000000001110000000000111111000000000111111100000000111111110000000011111110000000111111111000000000011111000000000000011000000000000001100000000000000000000000000000000000000000000000000000000
7295,0000000000000000000110000000000000111110000000000111111100000000001111111100000000111111111000000011111111100000001111111111100000111111111111000001111111111110000011111110000000000001110000000000000110000000000000011000000000000000000000000000000000000000
6993,0000000000000000000000000000000000000000000000000000000000000000000000011000000000000011100000000000001111000110000000011111110000000001111110000000000111111000000000011111000000000000111000000000000000000000000000000000000000000000000000000000000000000000
3190,0000000000000000000000000000000000000000000000000000000001111000000000000111100000000000111111000000000111111110000000111111111000000111111111100000111111111110000011111111110000001111111110000000000000000000000000000000000000000000000000000000000000000000
6383,0000000000000000000000000000000000000000000000000000000010000000000000001110000000000000110000000000000011000000000000011100000000000001110000000000001110000000000001111000000000001111100000000001110110000000000100011000000000000000000000000000000000000000
1252,0000000000000000000000000000000000000000000000000000000000000000000000111100000000000000110000000000000011000000000000011110000000000011111000000000001111100000000000111110000000000011110000000000001101000000000000000000000000000000000000000000000000000000
2121,0000000000000000000000000000000000000000000000000000000000000000000000000111100000000000111000000000000111100000000000111100000000000011100000000000011000000000000011000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000
1883,0000000000000000000000000000000000000000000000000000111000000000000011110000000000000111110000000000011111100000000000111111100000000011111100000000000111000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11621,0000000000000000000000000000000000000000000000000000000000000000000000001100000000000001111000000000001111000000000000111100000000000011110000000000011111000000000011111000000000001000000000000000000000000000000000000000000000000000000000000000000000000000
4034,0000000000000000001110000000000000001111100000000000011111000000000001111100000000000111111000000000011111110000000001111111000000000111111110000000001111111000000000011111100000000000111110000000000001111100000000000011110000000000000111100000000000000000
3763,0000000000000000000000000000000000000000000000000000001111000000000001111110000000001111111000000000111111100000000011111100000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1676,0000000000000000000000000000000000000000000000000001110000000000001111110000000001111111110000000001111111111000000011111111111000001111111111110000011111111111000001111111111100000011111111110000000111111000000000111011000000000010001000000000001000100000
10345,0000000000000000000000000000100000000000001110000000000001111000000000000111100000000000111110000000000111111000000000111111100000001111111110000000111111111000000111111111000001111001111000000000000111100000000000001100000000000000011000000000000000000000
9937,0000000000000000000000000000000000000000000000000000000000000000000000000110000000000000111100000000000011100000000000011110000000000011111000000000011111100000000011111110000000011111110000000011111110000000000000000000000000000000000000000000000000000000
11323,0000000000000000000000000000000000000000001111001110000011111111111110111111111000111111111111000000111111111100000001111111110000001111111111000000111111111000000000011111100000000001111100000000000100000000000000010000000000000000000000000000000000000000
11701,0000000000000000000000000000000000000000000000000000100000000000000011111000000000001111111000000001111111110000000111111111000000011111111000000000111111000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4929,0000000000000000000000000000000000000000000000000000000110000000000000001100000000000000110000000000000111000000000000011110000000000001111000000000000011110000000000000111000000000000000110000000000000001000000000000000000000000000000000000000000000000000
3236,0000000000000000000000000000000000000000001000000000000001110000000000001111000000000001111100000000001111110000000001111110000000001111111000000000111111100000000111111100000000111111100000000111000000000000011000000000000000100000000000000000000000000000
11153,0000000000000000000000000000000000000000000000000000001100000000000001111000000000000011110000000000000111000000000000011100000000000001110000000000000011000000000000011100000000000001100000000000000000000000000000000000000000000000000000000000000000000000
5267,0000000000000000000000000000000000001110000000000000110000000000000011100000000000001111000000000000111110000000000001111100000000000011111100000000001000001100000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3360,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000111110000000000001111100000000000011110000000000000110000000000000111000000000000000000000000000000000000000000000000000000000000000000000
10994,0000000000000000000001100000000000001111100000000000111111000000000011110000000000011111100000000001111110000000000111111100000000011111110000000001111110000000000011111000000000001111000000000000011110000000000000111000000000000000100000000000000000000000
2024,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000001100000000000000110000000000000111000000000000011000000000000001000000000000000100000000000000000000000000000000000000000
5155,0000000000000000000000000000000000000000100000000000000111000000000000010100000000000011110000000000000111110000000000011111100000000001111110000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10559,0000000000000000000000000000000000000000000000000011110000000000001111100000000000111111100000000001111111000000000011111111000000001111111110000000001110000000000001101000000000000000100000000000000000000000000000000000000000000000000000000000000000000000
5642,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000111000000000000011100000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10616,0000000000000000000000000000000000000000000000000000000000000000000011110000000000000111100000000000001111000000000000111110000000000011111100000000001111111000000000111111110000000001111111100000000000000000000000000000000000000000000000000000000000000000
11399,0000000000000000000000000000000000000000111000000000000111100000000000111000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6045,0000000000000000000000000000000000000000000000000000000000000000000000010000000000000011100000000000001110000000000001110000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6773,0000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000111000000000000011110000000000001111100000000000111110000000000001111100000000000011111000000000011000110000000000000000000000000000000000000000000000000000
10074,0000000000000000000000000000000000000000000000000000000000000000000000000111100000000000111110000000000011111100000000111111100000000111111110000001111111111000011111111111100001111111111100000000001111100000000000000000000000000000000000000000000000000000
3689,0000000000000000000000000000000000000000000000000000011000000000000011111000000000000111110000000000011111110000000001111111100000000011111110000000000111111100000000001100000000000001100000000000000010000000000000000000000000000000000000000000000000000000
9259,0000000000001100000000000001111000000000001111000000000001111110000000001111111000000001111111100000001111111110000001111111110000001111111110000000111111110000000111111000000000011000111100000111000000000000111000000000000011000000000000000000000000000000
1986,0000000000000000000000000000000000000000000000000001111100000000000111110000000000001111100000000001111111000000000111111110000000011111111100000001111111110000000011111111100000000011111110000000111011111100000000000000000000000000000000000000000000000000
3920,0000000000000000000000000000000000000000000000000000000000000000000001110000000000001100000000000000110000000000000111100000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11155,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000111100000000000011111000000000001111100000000000111110000000000001111000000000000011111000000000001111100000000000000000000000000000000000
10311,0000000000000000000000000000000000000000000000000000000000000000000000011100000000000001111000000000000011110000000000000111110000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2110,0000000000000000000000000000000000000000000000000000000000000000000000010000000000000011100000000000001111000000000000111110000000000011111000000000000111100000000000000010000000000000001100000000000000000000000000000000000000000000000000000000000000000000
792,0000000000000000000000000000000000000001100000000000000111000000000000011100000000000001110000000000000111000000000000011100000000000001110000000000000011000000000000001100000000000000010000000000000001000000000000000000000000000000000000000000000000000000
